compatibility,compatibility_surface,normalized_command,sblr_route,refusal_policy,source_search_key,compatibility_isolation,downstream_phase,cross_node_distributed_query_marker
apache_ignite,apache_ignite.admin.control_script,cluster.admin.refuse_reference_shell_control,sblr.cluster.control.v3:cluster.admin.refuse_reference_shell_control,exact_pre_provider_refusal_no_provider_call,project/src/parsers/compatibility/apache_ignite/apache_ignite_dialect.cpp#kPatterns:apache_ignite.admin.control_script,own_compatibility_surface_only,FPR-P2,not_cluster_query
dolt,reference_surface:distributed_execution_or_control,cluster.query.plan_distributed,required_new:sblr.cluster.query.v1:cluster.query.plan_distributed,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/dolt/1.86.6/regression/SOURCE_POINTERS.md#keyword:distributed,own_compatibility_surface_only,FPR-P2,cross_node_distributed_cluster_authority_not_local_query
dolt,reference_surface:range_placement,cluster.placement.assign_tablet_range,required_new:sblr.cluster.placement.v1:cluster.placement.assign_tablet_range,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/dolt/1.86.6/regression/SOURCE_POINTERS.md#keyword:range,own_compatibility_surface_only,FPR-P2,not_cluster_query
dolt,reference_surface:raft_consensus,cluster.tx.validate_finality_proof,required_new:sblr.cluster.transaction.v1:cluster.tx.validate_finality_proof,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/dolt/1.86.6/source/.github/workflows/cd-push-docker-image.yaml#keyword:raft,own_compatibility_surface_only,FPR-P2,not_cluster_query
dolt,reference_surface:replication_control,cluster.replication.consume_cluster_event,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/dolt/1.86.6/source/.github/workflows/ci-binlog-tests.yaml#keyword:replication,own_compatibility_surface_only,FPR-P2,not_cluster_query
dolt,reference_surface:replica_control,cluster.tx.begin_distributed,required_new:sblr.cluster.transaction.v1:cluster.tx.begin_distributed,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/dolt/1.86.6/source/.github/workflows/ci-binlog-tests.yaml#keyword:replica,own_compatibility_surface_only,FPR-P2,not_cluster_query
dolt,reference_surface:partition_distribution,cluster.placement.validate_partition_distribution,required_new:sblr.cluster.placement.v1:cluster.placement.validate_partition_distribution,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/dolt/1.86.6/source/go/store/nbs/NBS-on-AWS.md#keyword:partition,own_compatibility_surface_only,FPR-P2,not_cluster_query
dolt,reference_surface:failover_control,cluster.node.admit_member,sblr.cluster.control.v3:cluster.node.admit_member,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/dolt/1.86.6/source/integration-tests/go-sql-server-driver/tests/sql-server-cluster-tls.yaml#keyword:failover,own_compatibility_surface_only,FPR-P2,not_cluster_query
dolt,reference_surface:placement_policy,cluster.security.validate_policy_version,required_new:sblr.cluster.security.v1:cluster.security.validate_policy_version,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/dolt/1.86.6/source/integration-tests/orm-tests/README.md#keyword:placement,own_compatibility_surface_only,FPR-P2,not_cluster_query
duckdb,reference_surface:cluster_topology_or_control,cluster.job.start_controlled,sblr.cluster.control.v3:cluster.job.start_controlled,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_catalog_seeds/duckdb/duckdb_1_beta2_full_seed_manifest.yaml#keyword:cluster,own_compatibility_surface_only,FPR-P2,not_cluster_query
duckdb,reference_surface:replication_control,cluster.replication.consume_cluster_event,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_catalog_seeds/duckdb/duckdb_1_beta2_full_seed_manifest.yaml#keyword:replication,own_compatibility_surface_only,FPR-P2,not_cluster_query
duckdb,reference_surface:cdc_stream,cluster.metrics.emit_event,sblr.cluster.report.v3:cluster.metrics.emit_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_catalog_seeds/duckdb/duckdb_1_beta2_full_seed_manifest.yaml#keyword:cdc,own_compatibility_surface_only,FPR-P2,not_cluster_query
duckdb,reference_surface:placement_policy,cluster.security.validate_policy_version,required_new:sblr.cluster.security.v1:cluster.security.validate_policy_version,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_catalog_seeds/duckdb/duckdb_1_beta2_full_seed_manifest.yaml#keyword:placement,own_compatibility_surface_only,FPR-P2,not_cluster_query
duckdb,reference_surface:replica_control,cluster.tx.begin_distributed,required_new:sblr.cluster.transaction.v1:cluster.tx.begin_distributed,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_catalog_seeds/duckdb/duckdb_1_beta2_full_seed_manifest.yaml#keyword:replica,own_compatibility_surface_only,FPR-P2,not_cluster_query
duckdb,reference_surface:range_placement,cluster.placement.assign_tablet_range,required_new:sblr.cluster.placement.v1:cluster.placement.assign_tablet_range,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/duckdb/1.5.2/source/.codecov.yml#keyword:range,own_compatibility_surface_only,FPR-P2,not_cluster_query
duckdb,reference_surface:partition_distribution,cluster.placement.validate_partition_distribution,required_new:sblr.cluster.placement.v1:cluster.placement.validate_partition_distribution,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/duckdb/1.5.2/source/.github/regression/micro.csv#keyword:partition,own_compatibility_surface_only,FPR-P2,not_cluster_query
duckdb,reference_surface:raft_consensus,cluster.tx.validate_finality_proof,required_new:sblr.cluster.transaction.v1:cluster.tx.validate_finality_proof,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/duckdb/1.5.2/source/.github/workflows/CodeQuality.yml#keyword:raft,own_compatibility_surface_only,FPR-P2,not_cluster_query
duckdb,reference_surface:leader_election,cluster.node.set_role,sblr.cluster.control.v3:cluster.node.set_role,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/duckdb/1.5.2/source/benchmark/imdb/answers/08c.csv#keyword:leader,own_compatibility_surface_only,FPR-P2,not_cluster_query
duckdb,reference_surface:tablet_placement,cluster.placement.assign_tablet_range,required_new:sblr.cluster.placement.v1:cluster.placement.assign_tablet_range,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/duckdb/1.5.2/source/data/csv/drug_exposure.csv#keyword:tablet,own_compatibility_surface_only,FPR-P2,not_cluster_query
duckdb,reference_surface:shard_placement,cluster.placement.assign_tablet_range,required_new:sblr.cluster.placement.v1:cluster.placement.assign_tablet_range,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/duckdb/1.5.2/source/data/csv/real/imdb_movie_info_escaped.csv#keyword:shard,own_compatibility_surface_only,FPR-P2,not_cluster_query
duckdb,reference_surface:distributed_execution_or_control,cluster.query.plan_distributed,required_new:sblr.cluster.query.v1:cluster.query.plan_distributed,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/duckdb/1.5.2/source/data/parquet-testing/LICENSE.txt#keyword:distributed,own_compatibility_surface_only,FPR-P2,cross_node_distributed_cluster_authority_not_local_query
firebird,reference_surface:cluster_topology_or_control,cluster.job.start_controlled,sblr.cluster.control.v3:cluster.job.start_controlled,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_catalog_seeds/firebird/firebird_5_beta2_full_seed_manifest.yaml#keyword:cluster,own_compatibility_surface_only,FPR-P2,not_cluster_query
firebird,reference_surface:replication_control,cluster.replication.consume_cluster_event,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_catalog_seeds/firebird/firebird_5_beta2_full_seed_manifest.yaml#keyword:replication,own_compatibility_surface_only,FPR-P2,not_cluster_query
firebird,reference_surface:placement_policy,cluster.security.validate_policy_version,required_new:sblr.cluster.security.v1:cluster.security.validate_policy_version,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_catalog_seeds/firebird/firebird_5_beta2_full_seed_manifest.yaml#keyword:placement,own_compatibility_surface_only,FPR-P2,not_cluster_query
firebird,reference_surface:replica_control,cluster.tx.begin_distributed,required_new:sblr.cluster.transaction.v1:cluster.tx.begin_distributed,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_catalog_seeds/firebird/firebird_5_beta2_full_seed_manifest.yaml#keyword:replica,own_compatibility_surface_only,FPR-P2,not_cluster_query
firebird,reference_surface:raft_consensus,cluster.tx.validate_finality_proof,required_new:sblr.cluster.transaction.v1:cluster.tx.validate_finality_proof,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_catalog_seeds/firebird/firebird_5_seed_manifest.yaml#keyword:raft,own_compatibility_surface_only,FPR-P2,not_cluster_query
firebird,reference_surface:cdc_stream,cluster.metrics.emit_event,sblr.cluster.report.v3:cluster.metrics.emit_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/firebird/5.0.4/regression/FIREBIRD_QA_CANDIDATE_ASSET_HASH_MANIFEST.csv#keyword:cdc,own_compatibility_surface_only,FPR-P2,not_cluster_query
firebird,reference_surface:range_placement,cluster.placement.assign_tablet_range,required_new:sblr.cluster.placement.v1:cluster.placement.assign_tablet_range,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/firebird/5.0.4/source/CHANGELOG.md#keyword:range,own_compatibility_surface_only,FPR-P2,not_cluster_query
firebird,reference_surface:partition_distribution,cluster.placement.validate_partition_distribution,required_new:sblr.cluster.placement.v1:cluster.placement.validate_partition_distribution,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/firebird/5.0.4/source/CHANGELOG.md#keyword:partition,own_compatibility_surface_only,FPR-P2,not_cluster_query
